"Lager","tick"
5.0,1.0
15.0,2.0
25.0,3.0
35.0,4.0
45.0,5.0
55.0,6.0
65.0,7.0
75.0,8.0
75.0,9.0
85.0,10.0
85.0,11.0
95.0,12.0
105.0,13.0
115.0,14.0
115.0,15.0
125.0,16.0
135.0,17.0
135.0,18.0
145.0,19.0
155.0,20.0
165.0,21.0
175.0,22.0
175.0,23.0
185.0,24.0
195.0,25.0
205.0,26.0
205.0,27.0
215.0,28.0
215.0,29.0
225.0,30.0
235.0,31.0
245.0,32.0
255.0,33.0
265.0,34.0
