"Lager","tick"
11.0,1.0
11.0,2.0
15.0,3.0
15.0,4.0
20.0,5.0
24.0,6.0
31.0,7.0
35.0,8.0
42.0,9.0
51.0,10.0
51.0,11.0
60.0,12.0
68.0,13.0
68.0,14.0
72.0,15.0
80.0,16.0
84.0,17.0
84.0,18.0
90.0,19.0
100.0,20.0
100.0,21.0
105.0,22.0
105.0,23.0
105.0,24.0
105.0,25.0
105.0,26.0
105.0,27.0
105.0,28.0
105.0,29.0
105.0,30.0
105.0,31.0
105.0,32.0
105.0,33.0
105.0,34.0
105.0,35.0
105.0,36.0
105.0,37.0
105.0,38.0
