"Lager","tick"
15.0,1.0
15.0,2.0
25.0,3.0
25.0,4.0
35.0,5.0
45.0,6.0
45.0,7.0
55.0,8.0
65.0,9.0
65.0,10.0
75.0,11.0
75.0,12.0
85.0,13.0
85.0,14.0
95.0,15.0
95.0,16.0
105.0,17.0
115.0,18.0
125.0,19.0
135.0,20.0
145.0,21.0
155.0,22.0
155.0,23.0
165.0,24.0
175.0,25.0
175.0,26.0
185.0,27.0
195.0,28.0
195.0,29.0
205.0,30.0
215.0,31.0
225.0,32.0
235.0,33.0
235.0,34.0
245.0,35.0
255.0,36.0
265.0,37.0
265.0,38.0
275.0,39.0
285.0,40.0
295.0,41.0
